date,stadium,home_team,away_team,home_tries,home_penalties,home_conversions,home_drop_goals,away_tries,away_penalties,away_conversions,away_drop_goals
1998-10-03,Asuncion,Paraguay,Argentina,0,0,0,0,10,1,3,0
1998-10-10,Santiago,Chile,Argentina,2,1,2,0,3,2,2,0
1998-10-17,Buenos Aires,Argentina,Uruguay,4,2,2,0,2,0,2,0
1998-01-23,Lisbon,Portugal,Namibia,1,3,1,1,3,5,3,0
1998-04-08,Lisbon,Portugal,United States of America,1,0,0,0,9,2,5,0
1998-04-12,El Puerto de Santa Maria,Spain,United States of America,0,1,0,0,6,3,5,0
1998-07-25,Suva,Fiji,United States of America,2,2,1,0,0,3,0,0
1998-05-03,Kiev,Ukraine,Georgia,3,0,1,0,5,0,3,0
1998-06-08,Buenos Aires,Argentina XV,Uruguay,12,0,6,0,1,0,0,0
1997-06-21,Suva,Fiji,Tonga,3,1,1,0,1,0,1,1
1997-06-27,Raratonga,Cook Islands,Fiji,1,0,1,0,8,1,5,0
1997-07-05,Nuku A'lofa,Tonga,Cook Islands,10,0,9,0,0,4,0,0
1997-10-04,Brussels,Belgium,Romania,2,2,1,0,13,0,9,0
1997-10-12,Tbilisi,Georgia,Croatia,3,4,1,0,2,1,1,0
1997-10-18,Copenhagen,Denmark,Georgia,1,1,0,0,2,3,0,0
1997-11-01,Brescia,Italy A,Denmark,16,0,11,0,0,1,0,0
1997-11-08,Andorra la Vella,Andorra,Spain,0,1,0,0,10,0,6,0
1997-11-30,Santander,Spain,Czech Republic,6,1,3,0,1,1,0,0
1998-03-28,Asuncion,Paraguay,Uruguay,0,1,0,0,6,0,5,1
1998-04-04,Bulawayo,Zimbabwe,Tunisia,5,3,3,1,0,3,0,0
1998-04-04,Lisbon,Portugal,Germany,3,3,3,0,0,2,0,0
1998-04-04,Montevideo,Uruguay,Chile,1,5,0,0,1,3,0,0
1998-04-11,L'Aquila,Italy A,Georgia,5,0,3,0,1,2,0,1
1998-04-18,Krasnoyarsk,Russia,Italy,2,2,1,0,5,5,4,0
1998-04-18,Prague,Czech Republic,Portugal,2,0,0,0,2,1,1,0
1998-04-18,Tunis,Tunisia,Namibia,3,1,1,0,3,0,1,0
1998-04-25,Bucharest,Romania,Netherlands,7,1,2,0,0,1,0,0
1998-04-26,Heidelburg,Germany,Spain,0,3,0,0,3,1,3,0
1998-05-02,Bucharest,Romania,Poland,12,0,7,0,1,2,1,0
1998-05-03,Penza,Russia,Denmark,6,3,3,0,0,3,0,0
1998-05-09,Elche,Spain,Portugal,2,7,1,0,3,1,2,0
1998-05-09,Windhoek,Namibia,Zimbabwe,5,1,2,0,3,1,1,2
1998-05-20,Tbilisi,Georgia,Russia,0,4,0,0,0,2,0,0
1998-05-30,Kharkov,Ukraine,Romania,2,1,2,0,5,2,4,0
1998-05-30,Lousa,Portugal,Andorra,9,0,4,0,1,2,0,0
1998-06-06,Makarska,Croatia,Italy A,2,5,1,0,3,6,3,0
1998-08-15,Buenos Aires,Argentina,United States of America,6,4,5,0,2,4,1,0
1998-08-15,Buenos Aires,Canada,Uruguay,4,4,3,0,2,1,1,0
1998-08-18,Buenos Aires,Canada,United States of America,3,4,2,0,2,0,2,0
1998-08-22,Buenos Aires,Argentina,Canada,5,7,4,0,1,7,1,0
1998-08-22,Buenos Aires,United States of America,Uruguay,2,3,1,0,1,3,1,0
1998-09-12,Casablanca,Ivory Coast,Namibia,1,1,1,0,4,0,1,0
1998-09-12,Casablanca,Morocco,Zimbabwe,2,1,1,0,0,3,0,0
1998-09-16,Casablanca,Ivory Coast,Zimbabwe,0,0,0,0,2,6,2,0
1998-09-16,Casablanca,Morocco,Namibia,1,1,0,0,1,4,0,0
1998-09-18,Sydney,Australia,Fiji,9,1,9,0,2,2,2,0
1998-09-18,Sydney,Samoa,Tonga,3,3,2,0,3,1,1,0
1998-09-19,Casablanca,Namibia,Zimbabwe,6,1,3,0,1,3,0,0
1998-09-22,Canberra,Australia,Tonga,12,0,7,0,0,0,0,0
1998-09-22,Canberra,Fiji,Samoa,2,4,2,0,2,2,1,0
1998-09-26,Brisbane,Australia,Samoa,3,2,2,0,2,1,0,0
1998-09-26,Brisbane,Fiji,Tonga,2,5,2,1,2,1,1,0
1998-10-24,Singapore,Chinese Taipei,Hong Kong,4,2,2,0,2,0,1,0
1998-10-24,Singapore,Japan,Korea,6,0,5,0,2,0,1,0
1998-10-27,Singapore,Chinese Taipei,Japan,0,2,0,0,20,0,17,0
1998-10-27,Singapore,Hong Kong,Korea,2,2,2,0,1,2,0,0
1998-10-31,Singapore,Hong Kong,Japan,1,0,1,0,7,0,6,0
1998-11-14,Huddersfield,England,Netherlands,16,0,15,0,0,0,0,0
1998-11-14,Lansdowne Road,Ireland,Georgia,10,0,10,0,0,0,0,0
1998-11-18,Lansdowne Road,Georgia,Romania,2,3,2,0,3,2,3,0
1998-11-18,Huddersfield,Italy,Netherlands,11,0,6,0,1,0,1,0
1998-11-22,Huddersfield,England,Italy,2,3,2,0,0,4,0,1
1998-11-28,Murrayfield,Scotland XV,Portugal,13,0,10,0,1,1,0,1
1998-12-02,Murrayfield,Portugal,Spain,2,1,2,0,0,6,0,1
1998-12-05,Murrayfield,Scotland XV,Spain,13,0,10,0,0,1,0,0
1999-03-06,Nuku A'lofa,Tonga,Georgia,4,3,4,0,0,2,0,0
1999-03-13,Montevideo,Uruguay,Portugal,7,1,4,0,0,3,0,0
1999-03-28,Tbilisi,Georgia,Tonga,4,2,1,0,5,0,1,0
1999-04-03,Lisbon,Portugal,Uruguay,3,1,3,0,3,4,3,0
1999-04-16,Nuku A'lofa,Tonga,Korea,9,1,5,0,4,0,3,0
1999-04-19,Montevideo,Uruguay,Morocco,2,2,1,0,0,0,0,1
1999-05-01,Casablanca,Morocco,Uruguay,2,3,1,0,0,6,0,0
1999-05-04,Seoul,Korea,Tonga,3,0,0,0,12,2,8,0
1999-02-06,Lansdowne Road,Ireland,France,0,3,0,0,1,1,1,0
1999-02-06,Murrayfield,Scotland,Wales,4,3,2,0,2,2,2,0
1999-02-20,Twickenham,England,Scotland,3,1,3,0,3,0,3,0
1999-02-20,Wembley,Ireland,Wales,2,3,2,2,2,3,2,0
1999-03-06,Stade de France,France,Wales,4,3,2,0,3,5,2,0
1999-03-06,Lansdowne Road,Ireland,England,0,5,0,0,2,4,1,1
1999-03-20,Twickenham,England,France,0,7,0,0,1,1,1,0
1999-03-20,Murrayfield,Scotland,Ireland,4,2,2,0,1,2,1,0
1999-04-10,Stade de France,France,Scotland,3,1,2,0,5,1,4,0
1999-04-11,Wembley,England,Wales,3,4,2,0,2,6,2,0
1999-07-10,Dunedin,New Zealand,South Africa,3,3,2,0,0,0,0,0
1999-07-17,Brisbane,Australia,South Africa,4,2,3,0,0,2,0,0
1999-07-24,Auckland,New Zealand,Australia,1,9,1,0,2,1,1,0
1999-08-07,Pretoria,South Africa,New Zealand,2,2,1,0,2,7,0,1
1999-08-14,Cape Town,South Africa,Australia,1,1,1,0,0,3,0,0
1999-08-28,Sydney,Australia,New Zealand,1,7,1,0,1,0,1,0
1999-10-01,Millennium Stadium,Wales,Argentina,2,3,2,0,0,6,0,0
1999-10-01,Beziers,Fiji,Namibia,9,2,8,0,2,2,1,0
1999-10-02,Beziers,France,Canada,4,3,2,0,2,2,2,0
1999-10-02,Galashiels,Spain,Uruguay,0,5,0,0,4,1,2,0
1999-10-02,Twickenham,England,Italy,8,5,6,0,1,0,1,0
1999-10-02,Lansdowne Road,Ireland,United States of America,7,2,6,0,1,1,0,0
1999-10-03,Wrexham,Japan,Samoa,0,3,0,0,5,4,3,0
1999-10-03,Bristol,New Zealand,Tonga,5,4,4,0,0,3,0,0
1999-10-03,Murrayfield,Scotland,South Africa,2,4,2,1,6,2,5,0
1999-10-03,Belfast,Australia,Romania,9,0,6,0,0,3,0,0
1999-10-08,Murrayfield,Scotland,Uruguay,6,1,5,0,0,4,0,0
1999-10-08,Bordeaux,France,Namibia,6,3,4,0,1,2,1,0
1999-10-09,Bordeaux,Canada,Fiji,1,4,1,1,4,3,3,1
1999-10-09,Millennium Stadium,Wales,Japan,9,1,8,0,2,1,1,0
1999-10-09,Twickenham,England,New Zealand,1,3,1,0,3,3,3,0
1999-10-09,Lansdowne Road,Romania,United States of America,4,1,2,0,3,2,2,0
1999-10-10,Llanelli,Argentina,Samoa,1,8,0,1,1,3,1,0
1999-10-10,Lansdowne Road,Ireland,Australia,0,1,0,0,2,3,2,0
1999-10-10,Murrayfield,South Africa,Spain,7,0,6,0,0,1,0,0
1999-10-10,Leicester,Italy,Tonga,1,6,1,0,3,2,2,1
1999-10-14,Huddersfield,Italy,New Zealand,0,1,0,0,14,3,11,0
1999-10-14,Limerick,Australia,United States of America,8,1,6,0,1,3,1,1
1999-10-14,Toulouse,Canada,Namibia,9,3,9,0,1,2,0,0
1999-10-15,Twickenham,England,Tonga,13,4,12,0,1,1,1,0
1999-10-15,Glasgow,South Africa,Uruguay,5,2,4,0,0,1,0,0
1999-10-15,Lansdowne Road,Ireland,Romania,5,2,5,1,1,3,0,0
1999-10-16,Toulouse,France,Fiji,3,3,2,0,1,4,1,0
1999-10-16,Murrayfield,Scotland,Spain,7,1,5,0,0,0,0,0
1999-10-16,Millennium Stadium,Argentina,Japan,2,7,1,0,0,4,0,0
1999-10-20,Twickenham,England,Fiji,4,7,2,0,3,1,3,0
1999-10-20,Murrayfield,Scotland,Samoa,3,5,1,1,2,2,2,0
1999-10-20,Lens,Argentina,Ireland,1,7,1,0,0,7,0,1
1999-10-23,Millennium Stadium,Wales,Australia,0,3,0,0,3,1,3,0
1999-10-24,Stade de France,England,South Africa,0,7,0,0,2,5,2,5
1999-10-24,Lansdowne Road,Argentina,France,2,4,2,0,5,4,5,0
1999-10-24,Murrayfield,Scotland,New Zealand,2,1,1,1,4,2,2,0
1999-10-30,Twickenham,Australia,South Africa,0,8,0,1,0,6,0,1
1999-10-31,Twickenham,France,New Zealand,4,3,4,2,3,4,2,0
1999-11-04,Millennium Stadium,New Zealand,South Africa,0,6,0,0,1,3,1,2
1999-11-06,Millennium Stadium,Australia,France,2,7,2,0,0,4,0,0
1999-01-30,Genova,Italy,France XV,3,1,3,0,7,2,4,0
1999-03-06,Murrayfield,Scotland,Italy,3,3,3,0,2,0,1,0
1999-04-10,Lansdowne Road,Ireland,Italy,5,4,1,0,3,1,3,2
1999-06-12,Port Elizabeth,South Africa,Italy,11,1,8,0,0,1,0,0
1999-06-19,Durban,South Africa,Italy,15,0,13,0,0,0,0,0
1999-03-20,Treviso,Italy,Wales,2,3,1,0,7,5,5,0
1999-06-05,Buenos Aires,Argentina,Wales,2,4,2,0,3,4,3,1
1999-06-12,Buenos Aires,Argentina,Wales,1,3,1,0,1,5,0,1
1999-04-17,Buenos Aires,Argentina,World XV,7,0,7,0,5,0,3,0
1999-06-26,Sydney,Australia,England,4,0,1,0,2,1,1,0
1999-06-12,Apia,Samoa,France,1,5,1,0,5,2,4,0
1999-06-16,Nuku A'lofa,Tonga,France,3,1,1,0,1,3,1,0
1999-06-26,Wellington,New Zealand,France,7,3,5,0,1,0,1,0
1999-08-28,Millennium Stadium,Wales,France,1,9,1,0,2,3,2,0
1999-06-12,Brisbane,Australia,Ireland,6,2,5,0,1,1,1,0
1999-06-19,Perth,Australia,Ireland,2,6,2,0,3,3,1,0
1999-06-03,Castres,France,Romania,9,1,7,0,1,1,0,0
1999-08-28,Glasgow,Scotland,Romania,8,2,7,0,1,4,1,0
1999-06-18,North Shore City,New Zealand,Samoa,9,4,7,0,1,2,1,0
1999-06-26,Millennium Stadium,Wales,South Africa,2,5,2,0,2,3,0,0
1999-08-20,Tokyo,Japan,Spain,3,3,3,0,1,0,1,0
1999-08-24,Avezzano,Fiji,Spain,6,1,3,0,3,1,1,0
1999-08-26,L'Aquila,Italy,Spain,6,0,6,0,1,2,0,0
1999-08-28,L'Aquila,Spain,Uruguay,0,1,0,0,2,2,2,0
1999-08-21,Murrayfield,Scotland,Argentina,3,1,2,0,3,3,2,1
1999-08-28,Lansdowne Road,Ireland,Argentina,4,4,0,0,3,1,3,0
1999-08-21,Millennium Stadium,Wales,Canada,2,7,1,0,1,3,1,1
1999-08-28,Twickenham,England,Canada,5,1,4,0,1,2,0,0
1999-08-24,Avezzano,Fiji,Spain,6,1,3,0,3,1,1,0
1999-08-28,L'Aquila,Italy,Fiji,3,5,1,0,5,5,5,0
1999-08-21,Twickenham,England,United States of America,16,0,13,0,1,1,0,0
1999-08-22,L'Aquila,Italy,Uruguay,7,2,4,0,3,0,1,0
1999-08-28,L'Aquila,Spain,Uruguay,0,1,0,0,2,2,2,0
1999-02-20,Twickenham,England,Scotland,3,1,3,0,3,0,3,0
1999-03-20,Murrayfield,Scotland,Ireland,4,2,2,0,1,2,1,0
1999-03-06,Lansdowne Road,Ireland,England,0,5,0,0,2,4,1,1
1999-06-26,Sydney,Australia,England,4,0,1,0,2,1,1,0
1999-06-12,Brisbane,Australia,Ireland,6,2,5,0,1,1,1,0
1999-06-19,Perth,Australia,Ireland,2,6,2,0,3,3,1,0
1999-07-24,Auckland,New Zealand,Australia,1,9,1,0,2,1,1,0
1999-08-28,Sydney,Australia,New Zealand,1,7,1,0,1,0,1,0
1999-05-01,Tokyo,Japan,Canada,2,3,2,0,2,3,1,0
1999-05-08,Tokyo,Japan,Tonga,3,9,1,0,3,0,1,0
1999-05-15,Vancouver,Canada,Fiji,4,1,3,0,5,3,3,0
1999-05-15,San Francisco,United States of America,Tonga,3,3,3,0,1,1,1,0
1999-05-22,Osaka,Japan,Samoa,4,3,4,0,3,5,2,0
1999-05-22,San Francisco,United States of America,Fiji,2,5,0,0,2,0,2,0
1999-05-29,Vancouver,Canada,Samoa,1,2,1,0,2,1,2,0
1999-06-05,Lautoka,Fiji,Japan,1,3,1,0,0,3,0,0
1999-06-05,Apia,Samoa,Tonga,0,2,0,0,0,2,0,0
1999-06-12,Honolulu,United States of America,Japan,4,1,4,0,6,3,4,0
1999-06-19,Toronto,Canada,United States of America,2,1,2,0,2,2,1,0
1999-06-26,Nuku A'lofa,Tonga,Fiji,4,3,4,0,5,2,4,0
1999-06-26,Apia,Samoa,United States of America,4,1,2,0,2,2,2,0
1999-07-03,Nuku A'lofa,Tonga,Canada,2,2,1,0,1,1,1,0
1999-07-03,Lautoka,Fiji,Samoa,3,0,0,0,5,0,1,0
1999-08-07,Pretoria,Namibia,Zimbabwe,5,1,2,0,2,1,2,0
1999-08-03,Suva,Fiji,New Zealand Maori,2,2,2,0,7,4,5,0
1999-08-07,Pretoria,Namibia,Zimbabwe,5,1,2,0,2,1,2,0
2000-02-05,Rome,Italy,Scotland,1,6,1,3,2,1,2,1
2000-02-05,Twickenham,England,Ireland,6,4,4,0,2,2,1,0
2000-02-05,Millennium Stadium,Wales,France,0,1,0,0,3,4,3,1
2000-02-19,Stade de France,France,England,0,3,0,0,0,5,0,0
2000-02-19,Millennium Stadium,Wales,Italy,4,7,3,0,1,2,1,1
2000-02-19,Lansdowne Road,Ireland,Scotland,5,3,5,0,3,1,2,0
2000-03-04,Murrayfield,Scotland,France,1,3,1,0,3,3,2,0
2000-03-04,Twickenham,England,Wales,5,5,3,0,0,3,0,1
2000-03-04,Lansdowne Road,Ireland,Italy,6,6,6,0,1,2,1,0
2000-03-18,Rome,Italy,England,2,0,1,0,8,2,5,1
2000-03-18,Millennium Stadium,Wales,Scotland,2,4,2,0,2,2,1,0
2000-03-19,Stade de France,France,Ireland,1,6,1,0,3,2,3,0
2000-04-01,Stade de France,France,Italy,5,3,4,0,4,0,4,1
2000-04-01,Lansdowne Road,Ireland,Wales,1,4,1,0,2,3,2,0
2000-04-02,Murrayfield,Scotland,England,1,4,1,0,1,2,1,0
2000-07-15,Sydney,Australia,New Zealand,5,2,2,0,5,2,4,0
2000-07-22,Christchurch,New Zealand,South Africa,2,4,0,1,0,3,0,1
2000-07-29,Sydney,Australia,South Africa,2,4,2,0,0,2,0,0
2000-08-05,Wellington,New Zealand,Australia,2,3,2,0,2,4,1,0
2000-08-19,Johannesburg,South Africa,New Zealand,6,2,5,0,4,3,4,1
2000-08-26,Durban,South Africa,Australia,0,6,0,0,1,4,1,0
2002-05-04,Gdynia,Poland,Spain,4,1,2,0,2,1,1,0
2002-05-05,Prague,Czech Republic,Russia,2,2,1,0,5,2,3,0
2002-06-01,Moscow,Russia,Netherlands,9,1,7,1,0,1,0,0
2002-06-01,Apia,Samoa,Fiji,2,2,0,0,1,4,0,0
2002-06-02,Madrid,Spain,Portugal,5,1,3,0,3,2,0,0
2002-06-07,Nuku A'lofa,Tonga,Fiji,3,1,2,0,5,4,5,0
2002-06-15,Nuku A'lofa,Tonga,Samoa,2,2,0,0,4,1,1,0
2002-06-15,Windhoek,Namibia,Madagascar,18,0,11,0,0,0,0,0
2002-06-16,Tokyo,Japan,Korea,13,1,11,0,4,0,2,0
2002-06-22,Nadi,Fiji,Samoa,2,0,1,0,3,1,2,0
2002-06-28,Apia,Samoa,Tonga,3,4,2,0,1,2,1,0
2002-06-29,Markham,Canada,United States of America,2,4,2,0,0,3,0,0
2002-07-06,Nadi,Fiji,Tonga,7,2,3,0,2,1,2,1
2002-07-07,Tokyo,Japan,Chinese Taipei,23,0,20,0,0,1,0,0
2002-07-13,Chicago,United States of America,Canada,1,2,1,0,3,5,3,0
2002-07-14,Seoul,Korea,Japan,3,0,1,0,9,0,5,0
2002-07-21,Tainan,Chinese Taipei,Japan,0,1,0,0,18,0,15,0
2002-07-27,Santiago,Chile,Uruguay,2,0,0,0,0,2,0,0
2002-08-10,Salt Lake City,United States of America,Chile,4,3,3,0,3,1,2,0
2002-08-10,Edmonton,Canada,Uruguay,5,6,4,0,1,2,1,1
2002-08-15,San Francisco,United States of America,Uruguay,3,3,2,0,2,4,1,0
2002-08-17,Calgary,Canada,Chile,2,5,1,0,0,1,0,1
2002-08-24,Montevideo,Uruguay,Canada,2,5,0,0,2,3,2,0
2002-08-24,Santiago,Chile,United States of America,2,3,1,0,1,2,1,0
2002-08-31,Montevideo,Uruguay,United States of America,1,1,1,0,0,3,0,0
2002-08-31,Santiago,Chile,Canada,1,2,0,0,3,4,1,0
2002-09-07,Montevideo,Uruguay,Chile,1,5,1,4,3,2,1,0
2002-09-21,Krasnoyarsk,Russia,Ireland,0,1,0,0,4,3,3,0
2002-09-22,Valladolid,Spain,Italy,0,1,0,0,7,1,6,0
2002-09-28,Parma,Italy,Romania,1,6,1,0,2,1,2,0
2002-09-28,Windhoek,Namibia,Tunisia,3,3,1,0,2,2,0,1
2002-09-28,Lansdowne Road,Ireland,Georgia,8,3,7,0,2,0,2,0
2002-10-05,Iasi,Romania,Spain,9,2,8,0,0,2,0,0
2002-10-12,Tunis,Tunisia,Namibia,2,4,1,0,1,4,0,0
2002-10-13,Tbilisi,Georgia,Russia,1,4,0,0,1,1,1,1
2002-11-24,Krasnodar,Russia,Spain,3,0,2,1,6,0,4,0
2002-11-30,Port Moresby,Papua New Guinea,Tonga,2,0,2,0,8,1,2,0
2002-12-07,Nuku A'lofa,Tonga,Papua New Guinea,12,1,9,1,2,0,1,0
2003-03-15,Seoul,Korea,Tonga,0,0,0,0,12,1,6,0
2003-03-15,Valence d'Agen,Spain,Tunisia,4,3,2,0,1,3,1,0
2003-03-22,Nuku A'lofa,Tonga,Korea,17,0,17,0,0,0,0,0
2003-04-12,Madrid,Spain,United States of America,1,2,1,0,8,4,5,0
2003-04-27,Fort Lauderdale,United States of America,Spain,8,2,6,0,1,2,1,0
2000-11-18,Benevento,Italy,Romania,7,0,1,0,2,1,2,0
2000-05-28,Bucharest,Romania,France,3,1,1,0,10,1,7,0
2000-06-17,Brisbane,Australia,Argentina,9,0,4,0,0,2,0,0
2000-06-24,Canberra,Australia,Argentina,3,5,1,0,2,5,0,0
2000-11-25,Twickenham,England,Argentina,1,3,1,1,0,0,0,0
2000-06-10,East London,South Africa,Canada,8,1,4,0,2,2,1,0
2000-11-11,Rovigo,Italy,Canada,1,4,0,0,1,4,1,1
2000-06-17,Pretoria,South Africa,England,0,6,0,0,1,2,1,0
2000-06-24,Bloemfontein,South Africa,England,1,5,1,0,0,8,0,1
2000-06-03,Buenos Aires,Argentina,Ireland,3,5,2,0,4,1,0,0
2000-06-10,Manchester,United States of America,Ireland,0,1,0,0,13,0,9,0
2000-06-17,Markham,Canada,Ireland,3,2,3,0,3,4,0,0
2000-06-24,Dunedin,New Zealand,Scotland,11,0,7,0,2,2,2,0
2000-07-01,Auckland,New Zealand,Scotland,8,0,4,0,2,0,2,0
2000-06-16,North Shore City,New Zealand,Tonga,15,1,12,0,0,0,0,0
2000-07-08,Apia,Samoa,Italy,5,4,3,0,3,0,3,1
2000-07-15,Lautoka,Fiji,Italy,5,4,3,0,0,3,0,0
2000-07-08,Melbourne,Australia,South Africa,5,5,2,0,3,2,1,0
2000-11-12,Buenos Aires,Argentina,South Africa,3,4,3,0,5,2,3,0
2000-11-19,Lansdowne Road,Ireland,South Africa,2,2,1,0,3,3,2,0
2000-11-26,Millennium Stadium,Wales,South Africa,1,2,1,0,2,3,2,0
2000-12-02,Twickenham,England,South Africa,1,6,1,0,1,4,0,0
2000-11-04,Stade de France,France,Australia,1,2,1,0,0,6,0,0
2000-11-11,Murrayfield,Scotland,Australia,0,3,0,0,3,3,3,0
2000-11-18,Twickenham,England,Australia,1,4,1,1,1,4,1,0
2000-11-11,Lansdowne Road,Ireland,Japan,11,1,10,0,0,3,0,0
2000-11-11,Stade de France,France,New Zealand,2,4,2,0,2,9,1,0
2000-11-18,Marseille,France,New Zealand,3,5,3,2,3,4,3,0
2000-11-25,Genova,Italy,New Zealand,2,3,0,0,8,2,5,0
2000-11-11,Millennium Stadium,Wales,Samoa,6,4,4,0,0,2,0,0
2000-11-18,Murrayfield,Scotland,Samoa,4,3,1,0,1,1,0,0
2000-11-04,Murrayfield,Scotland,United States of America,6,5,4,0,0,2,0,0
2000-11-18,Millennium Stadium,Wales,United States of America,6,2,3,0,1,2,0,0
2000-02-19,Lansdowne Road,Ireland,Scotland,5,3,5,0,3,1,2,0
2000-02-05,Twickenham,England,Ireland,6,4,4,0,2,2,1,0
2000-04-02,Murrayfield,Scotland,England,1,4,1,0,1,2,1,0
2000-06-17,Brisbane,Australia,Argentina,9,0,4,0,0,2,0,0
2000-06-24,Canberra,Australia,Argentina,3,5,1,0,2,5,0,0
2000-07-15,Sydney,Australia,New Zealand,5,2,2,0,5,2,4,0
2000-08-05,Wellington,New Zealand,Australia,2,3,2,0,2,4,1,0
2000-07-08,Melbourne,Australia,South Africa,5,5,2,0,3,2,1,0
2000-11-18,Twickenham,England,Australia,1,4,1,1,1,4,1,0
2000-11-11,Stade de France,France,New Zealand,2,4,2,0,2,9,1,0
2000-11-11,Murrayfield,Scotland,Australia,0,3,0,0,3,3,3,0
2000-11-04,Stade de France,France,Australia,1,2,1,0,0,6,0,0
2000-02-06,Mallorca,Spain,Netherlands,4,3,2,0,1,1,0,0
2000-02-08,Lisbon,Portugal,Georgia,0,9,0,1,4,2,3,0
2000-02-20,Amsterdam,Netherlands,Romania,1,1,1,0,5,2,4,0
2000-02-20,Lisbon,Portugal,Spain,0,7,0,0,1,4,1,0
2000-03-04,Madrid,Spain,Georgia,5,1,4,0,5,1,2,0
2000-03-19,Tbilisi,Georgia,Netherlands,7,0,3,0,0,2,0,0
2000-03-19,Bucharest,Romania,Spain,3,2,2,0,0,2,0,0
2000-04-02,Tbilisi,Georgia,Romania,2,2,2,0,2,2,2,1
2000-04-02,Amsterdam,Netherlands,Portugal,1,2,1,0,1,2,0,0
2000-05-20,Tokyo,Japan,Fiji,2,4,0,0,6,3,4,0
2000-05-20,Vancouver,Canada,Tonga,3,4,1,0,1,2,0,0
2000-05-26,Nuku A'lofa,Tonga,Fiji,3,1,2,0,1,6,1,0
2000-05-27,Osaka,Japan,United States of America,3,0,3,0,4,3,2,1
2000-06-03,Tokyo,Japan,Tonga,3,2,2,0,4,0,3,0
2000-06-03,Manchester,United States of America,Canada,4,1,4,1,3,2,2,0
2000-06-03,Apia,Samoa,Fiji,4,3,1,0,2,1,2,0
2000-06-10,Apia,Samoa,Japan,10,2,6,0,0,3,0,0
2000-06-24,Nuku A'lofa,Tonga,Samoa,2,2,0,0,1,2,1,0
2000-06-30,Apia,Fiji,United States of America,4,3,4,0,2,3,1,0
2000-07-01,Apia,Samoa,Canada,7,0,3,0,3,1,2,0
2000-07-07,Nuku A'lofa,Tonga,United States of America,5,0,2,0,0,2,0,0
2000-07-07,Apia,Canada,Fiji,1,1,0,1,6,0,6,0
2000-07-15,Markham,Canada,Japan,8,2,8,0,2,2,1,0
2000-07-15,San Francisco,United States of America,Samoa,2,0,1,0,3,0,2,0
2000-07-01,Harare,Zimbabwe,Namibia,3,3,1,0,3,4,2,0
2000-07-02,Aomori,Japan,Korea,4,2,4,0,5,0,2,0
2000-11-12,Montevideo,Uruguay,Chile,1,1,0,1,0,3,0,0
2000-11-18,Montevideo,Uruguay,Argentina XV,3,0,2,0,3,4,1,0
2000-01-26,Livorno,Italy XV,Georgia,6,3,6,0,1,0,1,0
2000-02-20,Saint-Gaudens,Georgia,Morocco,2,2,2,0,2,0,0,0
2000-02-20,Saint-Gaudens,Georgia,Morocco,2,2,2,0,2,0,0,0
2000-04-02,Albacete,Spain,Morocco,2,1,1,0,1,4,1,0
2000-09-22,Montevideo,Uruguay,Namibia,2,3,2,0,0,4,0,0
2000-12-03,Lisbon,Portugal,South Africa Under-23s,2,1,1,0,6,0,3,0
2000-04-02,Tbilisi,Georgia,Romania,2,2,2,0,2,2,2,1
2002-05-04,Gdynia,Poland,Spain,4,1,2,0,2,1,1,0
2002-05-05,Prague,Czech Republic,Russia,2,2,1,0,5,2,3,0
2002-06-01,Moscow,Russia,Netherlands,9,1,7,1,0,1,0,0
2002-06-01,Apia,Samoa,Fiji,2,2,0,0,1,4,0,0
2002-06-02,Madrid,Spain,Portugal,5,1,3,0,3,2,0,0
2002-06-07,Nuku A'lofa,Tonga,Fiji,3,1,2,0,5,4,5,0
2002-06-15,Nuku A'lofa,Tonga,Samoa,2,2,0,0,4,1,1,0
2002-06-15,Windhoek,Namibia,Madagascar,18,0,11,0,0,0,0,0
2002-06-16,Tokyo,Japan,Korea,13,1,11,0,4,0,2,0
2002-06-22,Nadi,Fiji,Samoa,2,0,1,0,3,1,2,0
2002-06-28,Apia,Samoa,Tonga,3,4,2,0,1,2,1,0
2002-06-29,Markham,Canada,United States of America,2,4,2,0,0,3,0,0
2002-07-06,Nadi,Fiji,Tonga,7,2,3,0,2,1,2,1
2002-07-07,Tokyo,Japan,Chinese Taipei,23,0,20,0,0,1,0,0
2002-07-13,Chicago,United States of America,Canada,1,2,1,0,3,5,3,0
2002-07-14,Seoul,Korea,Japan,3,0,1,0,9,0,5,0
2002-07-21,Tainan,Chinese Taipei,Japan,0,1,0,0,18,0,15,0
2002-07-27,Santiago,Chile,Uruguay,2,0,0,0,0,2,0,0
2002-08-10,Salt Lake City,United States of America,Chile,4,3,3,0,3,1,2,0
2002-08-10,Edmonton,Canada,Uruguay,5,6,4,0,1,2,1,1
2002-08-15,San Francisco,United States of America,Uruguay,3,3,2,0,2,4,1,0
2002-08-17,Calgary,Canada,Chile,2,5,1,0,0,1,0,1
2002-08-24,Montevideo,Uruguay,Canada,2,5,0,0,2,3,2,0
2002-08-24,Santiago,Chile,United States of America,2,3,1,0,1,2,1,0
2002-08-31,Montevideo,Uruguay,United States of America,1,1,1,0,0,3,0,0
2002-08-31,Santiago,Chile,Canada,1,2,0,0,3,4,1,0
2002-09-07,Montevideo,Uruguay,Chile,1,5,1,4,3,2,1,0
2002-09-21,Krasnoyarsk,Russia,Ireland,0,1,0,0,4,3,3,0
